country,wave,year,n_respondents,index_all,index_imf,index_idawb,index_unsc
ROU,3.0,1998.0,1238,0.1315818224452296,0.2217409689387423,0.0729103395475294,0.1494242171882576
ROU,5.0,2005.0,1775,-0.0018749362697057,0.2226571321451047,-0.1774733346074798,0.1031729516924422
ROU,6.0,2012.0,1503,-0.0308150060621758,0.0387728783788301,-0.1081406590941194,-0.0055683350814341
ROU,7.0,2018.0,1257,-0.0230704490228301,-0.0140952474470793,-0.009308066641291,-0.0648129644029681
RUS,2.0,1990.0,1955,0.1201887529593473,0.05859305977953,0.0314148654736573,0.1829547717106286
RUS,3.0,1995.0,2038,-0.0229768832578413,-0.0262816412744565,-0.3397997341028244,0.2618892033577902
RUS,5.0,2006.0,2032,0.0443844575569439,0.1982921488633787,-0.2077582959542974,0.2028241907238976
RUS,6.0,2011.0,2500,-0.1167495190983241,0.0193262060713711,-0.3422184598547261,0.060589745336816
RUS,7.0,2017.0,1810,0.0325452988436861,0.0650951172902008,-0.0663525400518426,0.093578435438917
RWA,5.0,2007.0,1507,0.0135593690881132,-0.2908026106877684,0.1046451289725558,0.3343781503294163
RWA,6.0,2012.0,1527,0.056620985201283,0.1181433802868013,0.1046191830276634,0.0402263262739047
SAU,4.0,2003.0,1502,0.0143970739849719,-0.2757442061416834,0.2527837544288621,0.0123916302496383
SGP,4.0,2002.0,1512,0.1319256122296828,0.0031940014303103,0.1007410538278985,0.3893447962704724
SGP,6.0,2012.0,1972,0.1166791646255168,-0.0066527104965048,0.1380907269552408,0.2178945162500923
SGP,7.0,2020.0,2012,0.1505698942602094,0.0922945309734614,0.1897983776206041,0.1535413763012991
SLV,3.0,1999.0,1254,-0.3715076309572439,-0.5734495654964706,-0.1712483385067832,-0.4198153522651241
SRB,3.0,1996.0,1280,0.0207175842679487,0.1855530518177512,-0.029019576459515,-0.10189485501932
SRB,4.0,2001.0,1200,0.0330836424199119,0.220954146957975,0.0482676477124882,-0.1610256967337179
SRB,5.0,2006.0,1220,-0.1241121689237578,0.0214284687022411,-0.1336555651563874,-0.2180971677671765
SRB,7.0,2017.0,1044,-0.0814048577977804,0.042539588234828,-0.063061913315226,-0.2255078754999846
SVK,2.0,1990.0,466,-0.0826557001347473,0.1003873994660326,-0.0438917546039918,-0.31766689970809
SVK,3.0,1998.0,1095,0.0057340457324896,0.0520008056701165,0.0038585838838806,-0.1288610239987637
SVK,7.0,2022.0,1200,-0.0474053892775786,0.0890934636649251,0.028714877560358,-0.3242042398991215
SVN,3.0,1995.0,1006,-0.0393197225189958,0.0121275531934275,0.0506394623833007,-0.1728021846383409
SVN,5.0,2005.0,1037,-0.0825092062312323,-0.0001716437727753,0.0405286874318682,-0.2903584418816694
SVN,6.0,2011.0,1069,-0.1441345190872248,-0.0051664989885706,-0.0517400704166466,-0.3476293585104648
SWE,3.0,1996.0,1009,0.0886824741073441,-0.0580763017722106,0.3027007221779927,-0.0314346884154103
SWE,4.0,1999.0,1015,-0.0442184695060695,-0.2464521713212364,0.163707653948737,-0.1517521918790859
SWE,5.0,2006.0,1003,0.1127026634703743,-0.1227992680041945,0.3479253324704695,0.0047392256915499
SWE,6.0,2011.0,1206,0.0266164186865291,-0.2027216675355893,0.2516713224091338,-0.07774242470273
THA,5.0,2007.0,1534,0.007784344069975,-0.1187402420865375,-0.0231196507323995,0.1342418045870262
THA,6.0,2013.0,1200,0.0277912103731681,-0.1646766286921762,0.0428134238293179,0.1361508526184661
THA,7.0,2018.0,1499,-0.1041692519218309,-0.0688117421877305,-0.1825099243150256,-0.0323349236246555
TJK,7.0,2020.0,1200,0.075416448399382,-0.1144699113834107,-0.0100608723831596,0.2601500328691619
TTO,5.0,2006.0,1002,-0.0009703780461313,0.077209805491334,0.0767177924945259,-0.190016003671296
